CHROMOSOME_I	0	11674719	15072434	0.774574
CHROMOSOME_I	1	3397715	15072434	0.225426
CHROMOSOME_II	0	12344073	15279421	0.807889
CHROMOSOME_II	1	2935348	15279421	0.192111
CHROMOSOME_III	0	10569111	13783801	0.766778
CHROMOSOME_III	1	3214690	13783801	0.233222
CHROMOSOME_IV	0	14231688	17493829	0.813526
CHROMOSOME_IV	1	3262141	17493829	0.186474
CHROMOSOME_MtDNA	0	10533	13794	0.763593
CHROMOSOME_MtDNA	1	3261	13794	0.236407
CHROMOSOME_V	0	16930433	20924180	0.809132
CHROMOSOME_V	1	3993747	20924180	0.190868
CHROMOSOME_X	0	15287994	17718942	0.862805
CHROMOSOME_X	1	2430948	17718942	0.137195
genome	0	81048551	100286401	0.808171
genome	1	19237850	100286401	0.191829
